authors,title,year,type,citation,doi
Ötsch W.,Ökonomie und Moral. Eine kurze Theoriegeschichte,2015,Aufsatz / Paper in Sammelwerk (referiert),", in Seckauer, Hansjörg; Stelzer-Orthofer, Christine; Kepplinger, Brigitte: Das Vorgefundene und das Mögliche. Beiträge zur Gesellschafts- und Sozialpolitik zwischen Ökonomie und Moral, Mandelbaum Verlag, Wien, Seite(n) 100-110, 2015",
Hirte K.,Agrargiganten im Osten. Zur neuerlichen Transformation der transformierten deutschen Agrarstrukturen.,2014,Aufsatz / Paper in Sammelwerk (referiert),", in Brähler, Elmar; Wagner, Wolf: 25 Jahre Mauerfall – kein Ende mit der Wende?, Psychosozial-Verlag, Gießen, Seite(n) 277-­290, 2014",
"Kapeller J., Grimm C., Springholz F.",Führt Pluralismus in der ökonomischen Theorie zu mehr Wahrheit?,2014,Aufsatz / Paper in Sammelwerk (referiert),", in Hirte, Katrin, Thieme, Sebastian, Ötsch, Walter: Wissen! Welches Wissen?, Metropolis, Marburg, Seite(n) 147-163, 2014",
"Stelzer-Orthofer C., Pühringer S.",Subventionierung von Lohnkosten als Mittel zur Armutsvermeidung,2014,Aufsatz / Paper in Sammelwerk (referiert),", in Dimmel, N./Schenk, M./Stelzer-Orthofer, C.: Handbuch Armut in Österreich, Studienverlag, Innbruck, Seite(n) 817-831, 2014",
Ötsch W.,Die Macht der Ratingagenturen: Governance in der Ideologie 'des Marktes',2013,Aufsatz / Paper in Sammelwerk (referiert),", in Brodbeck, Karl-Heinz: Alternative Länder-Ratings, Schriftenreihe der Finance & Ethics Academy, Band 5, Shaker Verlag, Aachen, Seite(n) 58-98, 2013",
Ötsch W.,Marktradikalität. Der Diskurs von „dem Markt“,2013,Aufsatz / Paper in Sammelwerk (referiert),", in Günther, Lea-Simone; Hertlein, Saskia;  Klüsener, Vea und Raasch, Markus: Radikalität. Religiöse, politische und künstlerische Radikalismen in Geschichte und Gegenwart.  Band 2: Frühe Neuzeit und Moderne, Königshausen & Neumann, Würzburg, Seite(n) 254-279, 2013",
Hirte K.,Die ersten Professoren für Agrarpolitik und Agrarökonomie ab 1945 an den westdeutschen Universitäten und ihre Vergangenheit.,2012,Aufsatz / Paper in Sammelwerk (referiert),", in Buchsteiner Martin, Strahl Antje: Thünen-Jahrbuch, Nr. 7, Seite(n) 87-114, 2012",
"Dobusch L., Kapeller J.",Regulatorische Unsicherheit und Private Standardisierung: Koordination durch Ambiguität,2012,Aufsatz / Paper in Sammelwerk (referiert),": Steuerung durch Regeln, Serie Managementforschung, Vol. 22, Seite(n) 43-81, 2012",10.1007/978-3-8349-4349-1_2
Hager T.,Lobbyismus und gesamtwirtschaftliche Entwicklung,2023,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Andreas Polk, Karsten Mause: Handbuch Lobbyismus, Springer VS, Wiesbaden, Seite(n) 817–842, 2023",
"Pühringer S., Graupe S., Hirte K., Kapeller J., Panther S.",Vorwort. Jenseits der Konventionen,2020,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Pühringer, Stephan; Graupe, Silja; Hirte, Katrin; Kapeller, Jakob; Panther, Stephan: Jenseits der Konventionen. Eine Festschrift für Walter Ötsch, Metropolis, Marburg, Seite(n) 9-16, 2020",
Ötsch W.,"Wissen, Selbstwissen und Nichtwissen der marktfundamentalen Ökonomie",2020,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Ötsch, Walter O.; Steffestun, Theresa: Wissen und Nichtwissen der ökonomisierten Gesellschaft, Metropolis Verlag, Marburg, Seite(n) 85-131, 2020",
"Graupe S., Ötsch W., Rommel F.",Spielräume des Denkens. Zur Einführung,2019,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Graupe, Silja; Ötsch, Walter O.; Rommel, Florian: Spielräume des Denkens, Metropolis, Marburg, Seite(n) 9-32, 2019",
Ötsch W.,Ökonomie als Lachnummer,2019,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Krauß, Dietrich: Die Rache des Mainstreams an sich selbst. 5 Jahre »Die Anstalt«, Westend Verlag, Frankfurt am Main, Seite(n) 260-271, 2019",
"Ötsch W., Graupe S.",Einführung: Die Bedeutung von Bildern für das Denken,2018,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Ötsch, Walter O.; Graupe, Silja: Macht der Bilder, Macht der Sprache, Angelika Lenz Verlag, Isenburg, Seite(n) 9-19, 2018",
Kapeller J.,Ein philosophischer Blick auf die Grundlagen internationaler Ökonomie.,2016,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Till van Treeck, Janina Urban: Wirtschaft neu denken – blinde Flecken der Lehrbuchökonomie, Seite(n) 108-116, 2016",
"Gräbner C., Heinrich T., Schwardt H.",Introduction,2016,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Gräbner, Claudius; Heinrich, Torsten; Schwardt, Henning: Policy Implications of Recent Advances in Evolutionary and Institutional Economics, Routledge, London, New York, Seite(n) xxi-xxx, 2016",
Ötsch W.,Schönheit und Macht. Drei Beispiele aus der Kulturgeschichte,2015,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Ridler, Gerda: Mythos Schönheit. Facetten des Schönen in Natur, Kunst und Gesellschaft, Hatje Cantz Verlag, Stuttgart, Seite(n) 259-263, 2015",
Kapeller J.,"Wirtschaftspolitik, Verteilungsgerechtigkeit und Demokratie",2015,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in AK Burgenland: Gerechtigkeit muss sein, Seite(n) 150-165, 2015",
Pühringer S.,Mythen über Reichtum und Macht: Demokratie ist nicht käuflich,2014,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Beigewum/ATTAC/Armutskonferenz: Mythen des Reichtums, VSA Verlag, Hamburg, Seite(n) 149-158, 2014",
Ötsch W.,"Populismus und Demagogie. Mit Beispielen von Jörg Haider, Hans-­‐Christian Strache und Frank Stronach sowie der Tea Party”.",2014,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Gressl, Martin, Klemenjak, Martin, Klepp. Cornelia, Pichler, Heinz, Rottermann, Doris und Scherling, Josefine: Populismus und Rassismus im Vormarsch?, Schriftenreihe „Arbeit und Bildung“, Klagenfurt, Seite(n) 12-26, 2014",
"Kapeller J., Dobusch L.",A guide to paradigmatic Self-marginalization - Lessons for Post-Keynesian Economists,2012,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Lavoie M. und Lee F.S.: In Defense of Post-Keynesian and Heterodox Economics., Routledge, London, Seite(n) 62-86, 2012",
Ötsch W.,Der freie Markt,2012,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Czejkowska, Agnieszka: Imagine Economy. Neoliberale Metaphern im wirtschaftlichen Diskurs, Erhard Löcker Verlag, Wien, Seite(n) 39-45, 2012",
Ötsch W.,Krise des Euroraums,2012,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Starke, Herbert; Horvath, Patrick; Weinzierl, Rupert: Die Vision Zentraleuropa im 21. Jahrhundert, Arbeitsgemeinschaft für wissenschaftliche Wirtschaftspolitik, Wien, Seite(n) 68-71, 2012",
Ötsch W.,Politische Ökonomie und Gesellschaft. Eine theoriegeschichtliche Skizze,2012,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Grözinger, Gerd; Reich, Utz-Peter: Entfremdung – Ausbeutung – Revolte, Metropolis Verlag, Marburg, Seite(n) 145-165, 2012",
Plaimer W.,Postdemokratie in Österreich?,2012,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Nordmann, Jürgen; Hirte, Katrin; Ötsch, Walter O.: Demokratie! Welche Demokratie? Postdemokratie kritisch hinterfragt, Metropolis Verlag, Marburg, Seite(n) 159-174, 2012",
Ötsch W.,Staatsschuldenkrise und ökonomisches Denken – im Euroraum und in Zentraleuropa,2012,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Horvath, Patrick, Skarke, Herbert  und Weinzierl, Rupert: Die “Vision Zentraleuropa” im 21. Jahrhundert. Festschrift zum 90. Geburtstag von Heinz Kienzl, Arbeitsgemeinschaft für wissenschaftliche Wirtschaftspolitik (WIWIPOL), Wien, Seite(n) 68-71, 2012",
Nordmann J.,"Vorwort in ""Demokratie! Welche Demokratie? Postdemokratie kritisch hinterfragt""",2012,Aufsatz / Paper in Sammelwerk (nicht-referiert),": Demokratie! Welche Demokratie? Postdemokratie kritisch hinterfragt, Seite(n) 7-14, 2012",
Ötsch W.,Kurt Rothschild als politischer Ökonom,2011,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Bartel, Rainer; Bürger, Hans; Klug, Friedrich: In Memoriam Univ. Prof. Kurt W. Rothschild, Serie Schriftenreihe des Instituts für Kommunalwissenschaft (IKW), Nr. Band 122, Institut für Kommunalwirtschaften, Wien, Seite(n) 73-84, 2011",
Ötsch W.,Das Bewusstsein des Homo Oeconomicus,2010,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Bauer, Renate: Bewusstsein und Ich, Angelika Lenz Verlag, Neu-Isenberg, Seite(n) 105–117, 2010",
Hirte K.,"Diskursverläufe in der universitären Agrarpolitik als neoliberales Hegemonialprojekt – Struktur, Ursache und Wirkungen",2009,Aufsatz / Paper in Sammelwerk (nicht-referiert),", in Ötsch, Walter; Thomasberger, Claus: Der neoliberale Marktdiskurs, Metropolis, Marburg, Seite(n) 187-212, 2009",
"Bäuerle L., Ötsch W., Pühringer S.",Wirtschaft(lich) studieren. Erlebniswelten von Studierenden der Volkswirtschaftslehre,2020,Monographie (Erstauflage),", Springer, Wiesbaden, 2020",
Hirte K.,Die deutsche Agrarpolitik und Agrarökonomik. Entstehung und Wandel zweier ambivalenter Disziplinen,2019,Monographie (Erstauflage),", Springer, Wiesbaden, 2019",
Ötsch W.,Mythos Markt. Mythos Neoklassik. Das Elend des Marktfundamentalismus,2018,Monographie (Erstauflage),", Serie Kritische Studien zu Markt und Gesellschaft, Vol. 11, Metropolis, Marburg, 2018",
"Ötsch W., Pühringer S., Hirte K.",Netzwerke des Marktes : Ordoliberalismus als Politische Ökonomie,2018,Monographie (Erstauflage),", Springer VS, Wiesbaden, 2018",
Hirte K.,ÖkonomInnen in der Finanzkrise. Diskurse. Netzwerke. Initiativen.,2013,Monographie (Erstauflage),", Metropolis Verlag, Marburg, 2013",
Pühringer S.,Frei handeln? Liberales und neoliberales Freiheitskonzept und ihre Auswirkungen auf die Verteilung von Macht und Eigentum,2011,Monographie (Erstauflage),", Peter Lang, Frankfurt am Main, 2011",
Kapeller J.,Modell-Platonismus in der Ökonomie: Zur Aktualität einer klassischen epistemologischen Kritik,2011,Monographie (Erstauflage),", Peter Lang, Frankfurt/Main, 2011",
Ötsch W.,Mythos Markt. Marktradikale Propaganda und ökonomische Theorie,2009,Monographie (Erstauflage),", Metropolis Verlag, Marburg, 2009",
"Beyer K., Bräutigam L.",Das europäische Schattenbankensystem – Typologisierung und die Bewertung regulatorischer Initiativen auf europäischer Ebene,2016,Fachbuch als Band einer Schriftenreihe/Serie (Erstauflage),", Serie Materialien zu Wirtschaft und Gesellschaft. Working Paper-Reihe der AK Wien, Nr. 154, Arbeiterkammer Wien, 2016",
"Theine H., Porak L.",Pluralism and Economics Education,2022,Wissenschaftliche Fachzeitschrift (Herausgeberschaft),", Serie International Journal of Pluralism and Economics Education, Vol. 13 (1), 2022",
"Ötsch W., Thomasberger C.","Der neoliberale Markt–Diskurs. Ursprünge, Geschichte, Wirkungen.",2009,Tagungsband Herausgeberschaft (Erstauflage),", Metropolis Verlag, Marburg, 2009",
"Kapeller J., Pühringer S., Hirte K., Ötsch W.",Ökonomie! Welche Ökonomie? Stand und Status der Wirtschaftswissenschaften,2016,Tagungsband Mitherausgeberschaft (Erstauflage),", Metropolis, Marburg, 2016",
"Ötsch W., Hirte K., Pühringer S., Bräutigam L.",Markt! Welcher Markt? Der interdisziplinäre Diskurs um Märkte und Marktwirtschaft,2015,Tagungsband Mitherausgeberschaft (Erstauflage),", Metropolis, Marburg, 2015",
"Hirte K., Thieme S., Ötsch W.","Wissen! Welches Wissen? Zu Wahrheit, Theorien und Glauben sowie ökonomischen Theorien",2014,Tagungsband Mitherausgeberschaft (Erstauflage),", Metropolis Verlag, Marburg, 2014",
"Nordmann J., Hirte K., Ötsch W.",Demokratie! Welche Demokratie? Postdemokratie kritisch hinterfragt,2012,Tagungsband Mitherausgeberschaft (Erstauflage),", Metropolis Verlag, Marburg, 2012",
"Ötsch W., Hirte K., Nordmann J.",Gesellschaft! Welche Gesellschaft? Nachdenken über eine sich wandelnde Gesellschaft,2011,Tagungsband Mitherausgeberschaft (Erstauflage),", Metropolis-Verlag, Marburg, 2011",
"Blaha B., Kapeller J., Weidenholzer J.",Solidarität - Beiträge für eine gerechte Gesellschaft,2011,Tagungsband Mitherausgeberschaft (Erstauflage),", Braumüller, Wien, 2011",
"Ötsch W., Hirte K., Nordmann J.",Krise! Welche Krise? Zur Problematik aktueller Krisendebatten,2010,Tagungsband Mitherausgeberschaft (Erstauflage),", Metropolis, Marburg, 2010",
"Ötsch W., Hilt A.",Das Imaginative der Politischen Ökonomie,2024,Wissenschaftliches Sammelwerk Herausgeberschaft (Erstauflage),", Serie Kritische Studien zu Markt und Gesellschaft, Vol. 15, Metropolis Verlag, Marburg, 2024",
"Ötsch W., Steffestun T.",Wissen und Nichtwissen der ökonomisierten Gesellschaft. Aufgaben einer neuen Politischen Ökonomie,2021,Wissenschaftliches Sammelwerk Herausgeberschaft (Erstauflage),", Metropolis Verlag, Marburg, 2021",
"Pühringer S., Graupe S., Hirte K., Kapeller J., Panther S.","Jenseits der Konventionen. Alternatives Denken zu Wirtschaft, Gesellschaft und Politik. Festschrift für Walter Ötsch",2020,Wissenschaftliches Sammelwerk Herausgeberschaft (Erstauflage),", Metropolis, Marburg, 2020",
"Graupe S., Ötsch W.","Macht der Bilder, Macht der Sprache",2018,Wissenschaftliches Sammelwerk Herausgeberschaft (Erstauflage),", Angelika Lenz Verlag, Isenburg, 2018",
"Gräbner C., Heinrich T., Schwardt H.",Policy Implications of Recent Advances in Evolutionary and Institutional Economics,2016,Wissenschaftliches Sammelwerk Herausgeberschaft (Erstauflage),", Routledge, London, New York, 2016",
"Ötsch W., Grözinger G., Beyer K., Bräutigam L.",The Political Economy of Offshore Jurisdictions,2014,Wissenschaftliches Sammelwerk Herausgeberschaft (Erstauflage),", Metropolis Verlag, Marburg, 2014",
"Kapeller J., Meyer D.",Change and persistence in contemporary economics,2019,Wissenschaftliche Fachzeitschrift (Mitherausgeberschaft),", Serie Special Issue Science in Context, Vol. 32, 2019",
"Gräbner C., Heinrich T., Kudic M., Vermeulen B.",The dynamics of and on networks,2018,Wissenschaftliche Fachzeitschrift (Mitherausgeberschaft),", in wiiw Opinion Piece, Serie International Journal of Computational Economics and Econometrics, Vol. 8, 2018",
"Maesse J., Pühringer S., Rossier T., Benz P.",Power and Influence of Economists: Contributions to the Social Studies of Economic,2022,Wissenschaftliches Sammelwerk Mitherausgeberschaft (Erstauflage),", Routledge, London, 2022",
"Graupe S., Ötsch W., Rommel F.",Spielräume des Denkens,2019,Wissenschaftliches Sammelwerk Mitherausgeberschaft (Erstauflage),", Metropolis, Marburg, 2019",
"Kapeller J., Böck M., Schütz B., Zens G.",Ökonomische Effekte der Verkehrsreform des Landes Tirol,2018,Forschungsbericht über Auftragsforschung,", Johannes Kepler Universität, Linz, 2018",
"Bäuerle L., Pühringer S., Ötsch W.","""Ohne Effizienz geht es nicht"". Ergebnisse einer qualitativ-empirischen Erhebung unter Studierenden der Volkswirtschaftslehre",2019,Forschungsbericht: geförderte Forschung (Bund/Land/Gemeinden),", Serie FGW-Studien, Nr. 13, FGW, Düsseldorf, 2019",
"Kapeller J., Wildauer R., Leitch S.",How to boost the European Green Deal’s scale and ambition,2020,Forschungsbericht: geförderte Forschung (EU),", Serie FEPS Policy Paper, 2020",
"Kapeller J., Gräbner C., Heimberger P.",Wirtschaftliche Polarisierung in Europa: Ursachen und Handlungsoptionen,2019,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Friedrich-Ebert Stiftung, Bonn, 2019",
"Beyer K., Grimm C., Kapeller J., Pühringer S.","Netzwerke, Paradigmen, Attitüden. Der deutsche Sonderweg im Fokus. Paradigmatische Ausrichtung und politische Orientierung von deutschen und US-amerikanischen Ökonomi_nnen im Vergleich",2018,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Nr. 7, FGW, Düsseldorf, 2018",
"Kapeller J., Pühringer S., Grimm C.",Zum Profil der deutschsprachigen Volkwirtschaftslehre. Paradigmatische Ausrichtung und politische Orientierung deutschsprachiger Ökonom_innen,2017,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Nr. 2, FGW-Studien, Düsseldorf, 2017",
"Griesser M., Hirte K., Pühringer S.",ÖkonomInnen und Politik – Analyse zur politischen Einflussnahme deutschsprachiger ÖkonomInnen,2015,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Forschungsbericht: Förderer: Jubiläumsfonds, Universität Linz, 2015",
"Heise A., Hirte K., Ötsch W., Pühringer S., Reichl A., Sander H., Thieme S.",ÖkonomInnen und Ökonomie. Eine wissenschaftssoziologische Entwicklungsanalyse zum Verhältnis von ÖkonomInnen und Ökonomie im deutschsprachigen Raum ab 1945,2015,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Hans-Böckler-Stiftung, Düsseldorf, 2015",
"Griesser M., Sauer B.",MigrantInnen als Zielgruppe. Solidarische Beratungs- und Unterstützungsangebote von ArbeitnehmerInnenorganisationen in Österreich,2014,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Serie Studie - Abschlussbericht, Universität, Institut für Politikwissenschaften, Wien, 2014",
"Eckerstorfer P., Halak H., Kapeller J., Schütz B., Springholz F., Wildauer R.",Vermögen in Österreich,2014,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Serie Materialien zu Wirtschaft und Gesellschaft, Nr. 126, AK Wien, WIen, 2014",
"Eckerstorfer P., Halak H., Kapeller J., Schütz B., Springholz F., Wildauer R.",Bestände und Verteilung der Vermögen in Österreich,2013,Forschungsbericht: geförderte Forschung (sonstige überwieg. aus öff. Hand),", Serie Materialien zu Wirtschaft und Gesellschaft, Vol. 122, Abteilung Wirtschaftswissenschaft und Statstik der Kammer für Arbeiter und Angestellte, Wien, 2013",
"Pühringer S., Beyer K., Kronberger D.","Soziale Rhetorik, neoliberale Praxis: Eine Analyse der Wirtschafts- und Sozialpolitik der AfD",2021,Forschungsbericht: geförderte Forschung (andere Geldgeber),", Serie OBS Arbeitspapier, Nr. 52, Otto Brenner Stiftung, 2021",
"Hirte K., Pühringer S.",ÖkonomInnen in der Finanzkrise. Analyse zur Positionierung deutschsprachiger Ökonomen im Kontext ihrer strukturellen Verankerung,2012,Forschungsbericht: geförderte Forschung (andere Geldgeber),", 2012",
Hirte K.,Agrarpolitik und Agrarökonomie. Zur Ambivalenz zweier wissenschaftlicher Disziplinen,2017,Habilitationsschrift,", Universität Jena, 2017",
Kapeller J.,Economic Change and Change in Economics,2014,Habilitationsschrift,", Universität Linz, 2014",
Heimberger P.,"Fiscal multipliers, unemployment and debt",2018,Dissertation,", Wirtschaftsuniversität Wien, 2018",
Pühringer S.,The strange non-crisis of economics. Economic crisis and the crisis policies in economic and political discourses.,2015,Dissertation,", Universität Linz, 2015",
Kapeller J.,Modell-Platonismus in der Ökonomie. Zur Aktualität einer klassisch-epistemologischen Kritik,2011,Dissertation,", Universität Linz, 2011",
Grimm C.,Wirtschaftspolitische Ausrichtung österreichischer Parteien im historischen Verlauf. Die Ausgestaltung österreichischer Parteiprogrammatiken unter dem Einfluss neoliberalen Gedankenguts,2015,Diplom- oder Masterarbeit,", 2015",
Beyer K.,Illusionen eines Zirkulationskünstlers? Pierre-Joseph Proudhon auf dem ökonomiekritischen Prüfstand,2012,Diplom- oder Masterarbeit,", Universität Wien, 2012",
Kapeller J.,Delayed by outsourcing? Zur Stabilität des Kapitalismus im 21. Jahrhundert (Doppelrezension),2017,Rezension (AHCI-Zeitschrift),", in Hrsg. v. Hollstein, Betina / Schimank, Uwe / Struck, Olaf / Weiß, Anja, in Soziologische Revue, Vol. 40, Nr. 4, DeGruyter, Seite(n) 547–555, 2017",10.1515/srsr-2017-0072
Beyer K.,Antonino Palumbo and Alan Scott (2018): Remaking Market Society: A Critique of Social Theory and Political Economy in Neoliberal Times,2019,Rezension in sonstiger referierter Fachzeitschrift,", in ÖZS - Österreichische Zeitschrift für Soziologie, Vol. 44, Nr. 2, Seite(n) 249-252, 2019",
"Graupe S., Ötsch W.",Dialog nicht erwünscht,2016,Rezension in sonstiger referierter Fachzeitschrift,", in Forschung & Lehre, Vol. 23, Nr. 11, Seite(n) 1000, 2016",
Griesser M.,Rezension von „Martina Benz: Zwischen Migration und Arbeit. Worker Centers und die Organisierung prekär und informell Beschäftigter in den USA“,2015,Rezension in sonstiger referierter Fachzeitschrift,", in Bund demokratischer Wissenschaftlerinnen und Wissenschaftler, in Forum Wissenschaft, BdWi-Verlag, 2015",
Griesser M.,"Rezension von „Monika Burmester, Emma Dowling & Norbert Wohlfahrt (Hg.) (2017): Privates Kapital für soziale Dienste? Wirkungsorientiertes Investment und seine Folgen für die Soziale Arbeit“",2017,Rezension in nicht-referierter Fachzeitschrift,", in Soziales Kapital, Seite(n) 264-267, 2017",
Schütz B.,"Zunehmende Ungleichheit der Vermögensverteilung: Rezension von Michael Schneider, Mike Pottenger und John E. King „The Distribution of Wealth – Growing Inequality?“",2017,Rezension in nicht-referierter Fachzeitschrift,", in Wirtschaft und Gesellschaft, Vol. 43, Nr. 3, Seite(n) 449-451, 2017",
Heimberger P.,Die aktuelle Krise im wirtschaftshistorischen Vergleich mit der Großen Depression der 1930er-Jahre,2016,Rezension in nicht-referierter Fachzeitschrift,", in Wirtschaft und Gesellschaft, Vol. 42, Nr. 1, Seite(n) 161-173, 2016",
Heimberger P.,Helikoptergeld zur Überwindung der Wachstumsprobleme in Europa?,2016,Rezension in nicht-referierter Fachzeitschrift,", in AK Wien, in Wirtschaft und Gesellschaft, Vol. 42, Nr. 4, Wien, Seite(n) 690-695, 2016",
Heimberger P.,"Minsky, die globle Finanzkrise und der nächste Finanz-Crash",2016,Rezension in nicht-referierter Fachzeitschrift,", in Wirtschaft und Gesellschaft, Vol. 42, Nr. 3, Seite(n) 515-520, 2016",
Heimberger P.,"Wirtschaftliche Stagnation als ""neue Normalsituation""?",2016,Rezension in nicht-referierter Fachzeitschrift,", in Wirtschaft und Gesellschaft, Vol. 42, Nr. 2, Seite(n) 356-361, 2016",
Heimberger P.,Eine fiskalpolitische Lösung für die Eurozone,2015,Rezension in nicht-referierter Fachzeitschrift,", in Kammer für Arbeiter und Angestellte Wien, in Wirtschaft und Gesellschaft, Vol. 41, Nr. 3, Lexis Nexis, Seite(n) 449-458, 2015",
Heimberger P.,Raus aus dem Euro?,2015,Rezension in nicht-referierter Fachzeitschrift,", in Wirtschaft und Gesellschaft, Vol. 41, Nr. 4, Seite(n) 603-614, 2015",
Kapeller J.,"Die Rückkehr des Rentiers. Rezension zu: Piketty, Thomas (2014): Capital in the 21st century. Cambridge: Harvard University Press",2014,Rezension in nicht-referierter Fachzeitschrift,", in Wirtschaft und Gesellschaft, Vol. 40, Nr. 2, Seite(n) 329-346, 2014",
Pühringer S.,Soziale Frage im Wandel. Probleme und Perspektiven des Sozialstaates und der Arbeitsgesellschaft,2012,Rezension in nicht-referierter Fachzeitschrift,", in Kontraste - Presse- und Informationsdienst für Sozialpolitik, Nr. 2/2012, Seite(n) 22-23, 2012",
Pühringer S.,Öffentlicher Vernunftgebrauch - ein probantes Mittel zur Bekämpfung von Ungerechtigkeit?,2012,Rezension in nicht-referierter Fachzeitschrift,", in Studentisches Soziologiemagazin, 2012",
Pühringer S.,Aktivierung und Mindestsicherung. Rezension zum gleichnamigen Buch von Christine Stelzer-Orthofer und Josef Weidenholzer,2011,Rezension in nicht-referierter Fachzeitschrift,", in WISO - Wirtschafts- und sozialpolitische Zeitschrift, Vol. 34, Nr. 02, Seite(n) 169-171, 2011",
"Aistleitner M., Pühringer S.",Exploring the trade (policy) narratives in economic elite discourse,2020,Preprint,", Serie SSRN, 2020",
"Pühringer S., Wolfmayer G.","Competitive Performativity of Academic Social Networks. The Subjectification of Competition on Researchgate, Twitter and Google Scholar.",2023,Working Paper,", Serie SPACE Working Paper Series, Nr. 19, Seite(n) 1-25, 2023",
"Kapeller J., Hubmann G.",Dilemmata marktliberaler Globalisierung – Globale Freiheit durch globalen Wettbewerb?,2023,Working Paper,", Serie ICAE Working Paper Series, Nr. 151, Seite(n) 1-18, 2023",
"Hager T., Mellacher P., Rath M.",Endogenous Heterogeneous Gender Norms and the Distribution of Paid and Unpaid Work in an Intra-Household Bargaining Model,2023,Working Paper,", Serie ICAE Working Paper Series, Nr. 147, Seite(n) 1-32, 2023",
"Hager T., Pühringer S.",Gendered Competitive Practices in Economics. A Multi-Layer Model of Women’s Underrepresentation,2023,Working Paper,", Serie ICAE Working Paper Series, Vol. 148, Seite(n) 1-22, 2023",
"Pühringer S., Wolfmayer G.",Organizers and promotors of academic competition? The role of (academic) social networks and platforms in the competitization of science,2023,Working Paper,", Serie ICAE Working Paper Series, Nr. 152, Seite(n) 1-21, 2023",
"Porak L., Reinke R.",The charm of emission trading: Ideas of German public economists on economic policy in times of crises,2023,Working Paper,", Serie ICAE Working Paper Series, Nr. 145, 2023",
"Altreiter C., Gräbner-Radkowitsch C., Pühringer S., Rogojanu A., Wolfmayr G.",The three faces of competitization: From marketization to a multiplicity of competition,2023,Working Paper,", Serie SPACE Working Paper Series, Nr. 18, 2023",
Pühringer S.,Wie viel Wettbewerb wollen wir (uns leisten)? Zur Verwettbewerblichung der Universitäten in Österreich und darüber hinaus,2023,Working Paper,", Serie ICAE Working Paper Series, Vol. 149, Seite(n) 1-19, 2023",
"Gräbner-Radkowitsch C., Hager T., Hornykewycz A.",Competing for sustainability? An institutionalist analysis of the new development model of the European Union,2022,Working Paper,", Serie SPACE Working Paper Series, Nr. 17, 2022",
"Gräbner-Radkowitsch C., Strunk B.",Degrowth and the Global South? How institutionalism can complement a timely discourse on ecologically sustainable development in an unequal world,2022,Working Paper,", Serie ICAE Working Paper Series, Nr. 144, 2022",
"Gräbner-Radkowitsch C., Strunk B.",Degrowth and the global South: the twin problem of global dependencies,2022,Working Paper,", Serie ICAE Working Paper Series, Nr. 142, 2022",
Aistleitner M.,Development and Interdisciplinarity: re-examining the “economic silo”,2022,Working Paper,", Serie SPACE Working Paper Series, Nr. 14, 2022",
Schütz B.,"Investment booms, diverging competitiveness and wage growth within a monetary union: An AB-SFC model",2022,Working Paper,", Serie ICAE Working Paper Series, Nr. 138, 2022",
"Hager T., Heck I., Rath J.",Polanyi and Schumpeter: Transitional Processes via Societal Spheres,2022,Working Paper,", Serie SPACE Working Paper Series, Nr. 16, Seite(n) 1-25, 2022",
"Altreiter C., Azevedo S., Porak L., Pühringer S., Wolfmayr G.",Winning urban competition with a social agenda. The competition imaginary in Viennese urban development,2022,Working Paper,", Serie SPACE Working Paper Series, Nr. 13, 2022",
"Gräbner C., Hager T.",(Mis)Measuring Competitiveness: The Quantification of a Malleable Concept in the European Semester,2021,Working Paper,", Serie SPACE Working Paper Series, Nr. 10, 2021",
"Gräbner C., Hager T.",(Mis)Measuring Competitiveness: The Quantification of a Malleable Concept in the European Semester,2021,Working Paper,", Serie ICAE Working Paper Series, Nr. 130, 2021",
"Hager T., Heck I., Rath J.",Competition in Transitional Processes: Polanyi & Schumpeter,2021,Working Paper,", Serie ICAE Working Paper Series, Nr. 128, 2021",
